,id,name,type(s),document,filename,doc,tokens,lemmas,POS,proper_nouns
553,564,tirtouga,"['water', 'rock']","Restored from a fossil, this Pokémon can dive to depths beyond half a mile.",0564_tirtouga.txt,restored from a fossil this pokémon can dive to depths beyond half a mile,"['restored', 'from', 'a', 'fossil', 'this', 'pokémon', 'can', 'dive', 'to', 'depths', 'beyond', 'half', 'a', 'mile']","['restore', 'from', 'a', 'fossil', 'this', 'pokémon', 'can', 'dive', 'to', 'depth', 'beyond', 'half', 'a', 'mile']","[('VERB', 'VBD'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'PDT'), ('DET', 'DT'), ('NOUN', 'NN')]",[]
554,565,carracosta,"['water', 'rock']",They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.,0565_carracosta.txt,they can live both in the ocean and on land a slap from one of them is enough to open a hole in the bottom of a tanker,"['they', 'can', 'live', 'both', 'in', 'the', 'ocean', 'and', 'on', 'land', 'a', 'slap', 'from', 'one', 'of', 'them', 'is', 'enough', 'to', 'open', 'a', 'hole', 'in', 'the', 'bottom', 'of', 'a', 'tanker']","['they', 'can', 'live', 'both', 'in', 'the', 'ocean', 'and', 'on', 'land', 'a', 'slap', 'from', 'one', 'of', 'they', 'be', 'enough', 'to', 'open', 'a', 'hole', 'in', 'the', 'bottom', 'of', 'a', 'tanker']","[('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('PRON', 'DT'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('ADP', 'IN'), ('NOUN', 'NN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NUM', 'CD'), ('ADP', 'IN'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('ADJ', 'JJ'), ('PART', 'TO'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN')]",[]
555,566,archen,"['rock', 'flying']","Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",0566_archen.txt,said to be an ancestor of bird pokémon they were unable to fly and moved about by hopping from one branch to another,"['said', 'to', 'be', 'an', 'ancestor', 'of', 'bird', 'pokémon', 'they', 'were', 'unable', 'to', 'fly', 'and', 'moved', 'about', 'by', 'hopping', 'from', 'one', 'branch', 'to', 'another']","['say', 'to', 'be', 'an', 'ancestor', 'of', 'bird', 'pokémon', 'they', 'be', 'unable', 'to', 'fly', 'and', 'move', 'about', 'by', 'hop', 'from', 'one', 'branch', 'to', 'another']","[('VERB', 'VBD'), ('PART', 'TO'), ('AUX', 'VB'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('PROPN', 'NNP'), ('PRON', 'PRP'), ('AUX', 'VBD'), ('ADJ', 'JJ'), ('PART', 'TO'), ('VERB', 'VB'), ('CCONJ', 'CC'), ('VERB', 'VBD'), ('ADV', 'RB'), ('ADP', 'IN'), ('VERB', 'VBG'), ('ADP', 'IN'), ('NUM', 'CD'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'DT')]",['pokémon']
556,567,archeops,"['rock', 'flying']","They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight.",0567_archeops.txt,they are intelligent and will cooperate to catch prey from the ground they use a running start to take flight,"['they', 'are', 'intelligent', 'and', 'will', 'cooperate', 'to', 'catch', 'prey', 'from', 'the', 'ground', 'they', 'use', 'a', 'running', 'start', 'to', 'take', 'flight']","['they', 'be', 'intelligent', 'and', 'will', 'cooperate', 'to', 'catch', 'prey', 'from', 'the', 'ground', 'they', 'use', 'a', 'run', 'start', 'to', 'take', 'flight']","[('PRON', 'PRP'), ('AUX', 'VBP'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('AUX', 'MD'), ('VERB', 'VB'), ('PART', 'TO'), ('VERB', 'VB'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('DET', 'DT'), ('VERB', 'VBG'), ('NOUN', 'NN'), ('PART', 'TO'), ('VERB', 'VB'), ('NOUN', 'NN')]",[]
557,568,trubbish,['poison'],Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,0568_trubbish.txt,inhaling the gas they belch will make you sleep for a week they prefer unsanitary places,"['inhaling', 'the', 'gas', 'they', 'belch', 'will', 'make', 'you', 'sleep', 'for', 'a', 'week', 'they', 'prefer', 'unsanitary', 'places']","['inhale', 'the', 'gas', 'they', 'belch', 'will', 'make', 'you', 'sleep', 'for', 'a', 'week', 'they', 'prefer', 'unsanitary', 'place']","[('VERB', 'VBG'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('AUX', 'MD'), ('VERB', 'VB'), ('PRON', 'PRP'), ('VERB', 'VB'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('ADJ', 'JJ'), ('NOUN', 'NNS')]",[]
558,569,garbodor,['poison'],It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.,0569_garbodor.txt,it clenches opponents with its left arm and finishes them off with foulsmelling poison gas belched from its mouth,"['it', 'clenches', 'opponents', 'with', 'its', 'left', 'arm', 'and', 'finishes', 'them', 'off', 'with', 'foulsmelling', 'poison', 'gas', 'belched', 'from', 'its', 'mouth']","['it', 'clench', 'opponent', 'with', 'its', 'left', 'arm', 'and', 'finish', 'they', 'off', 'with', 'foulsmelle', 'poison', 'gas', 'belch', 'from', 'its', 'mouth']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('VERB', 'VBZ'), ('PRON', 'PRP'), ('ADP', 'RP'), ('ADP', 'IN'), ('VERB', 'VBG'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('VERB', 'VBN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN')]",[]
559,570,zorua,['dark'],"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child.",0570_zorua.txt,it changes into the forms of others to surprise them apparently it often transforms into a silent child,"['it', 'changes', 'into', 'the', 'forms', 'of', 'others', 'to', 'surprise', 'them', 'apparently', 'it', 'often', 'transforms', 'into', 'a', 'silent', 'child']","['it', 'change', 'into', 'the', 'form', 'of', 'other', 'to', 'surprise', 'they', 'apparently', 'it', 'often', 'transform', 'into', 'a', 'silent', 'child']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('PART', 'TO'), ('VERB', 'VB'), ('PRON', 'PRP'), ('ADV', 'RB'), ('PRON', 'PRP'), ('ADV', 'RB'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN')]",[]
560,571,zoroark,['dark'],Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.,0571_zoroark.txt,bonds between these pokémon are very strong it protects the safety of its pack by tricking its opponents,"['bonds', 'between', 'these', 'pokémon', 'are', 'very', 'strong', 'it', 'protects', 'the', 'safety', 'of', 'its', 'pack', 'by', 'tricking', 'its', 'opponents']","['bond', 'between', 'these', 'pokémon', 'be', 'very', 'strong', 'it', 'protect', 'the', 'safety', 'of', 'its', 'pack', 'by', 'trick', 'its', 'opponent']","[('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'VBP'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADP', 'IN'), ('VERB', 'VBG'), ('PRON', 'PRP$'), ('NOUN', 'NNS')]",[]
561,572,minccino,['normal'],"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean.",0572_minccino.txt,they greet one another by rubbing each other with their tails which are always kept well groomed and clean,"['they', 'greet', 'one', 'another', 'by', 'rubbing', 'each', 'other', 'with', 'their', 'tails', 'which', 'are', 'always', 'kept', 'well', 'groomed', 'and', 'clean']","['they', 'greet', 'one', 'another', 'by', 'rub', 'each', 'other', 'with', 'their', 'tail', 'which', 'be', 'always', 'keep', 'well', 'groomed', 'and', 'clean']","[('PRON', 'PRP'), ('VERB', 'VBP'), ('NUM', 'CD'), ('DET', 'DT'), ('ADP', 'IN'), ('VERB', 'VBG'), ('DET', 'DT'), ('ADJ', 'JJ'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('PRON', 'WDT'), ('AUX', 'VBP'), ('ADV', 'RB'), ('VERB', 'VBN'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('ADJ', 'JJ')]",[]
562,573,cinccino,['normal'],Their white fur is coated in a special oil that makes it easy for them to deflect attacks.,0573_cinccino.txt,their white fur is coated in a special oil that makes it easy for them to deflect attacks,"['their', 'white', 'fur', 'is', 'coated', 'in', 'a', 'special', 'oil', 'that', 'makes', 'it', 'easy', 'for', 'them', 'to', 'deflect', 'attacks']","['their', 'white', 'fur', 'be', 'coat', 'in', 'a', 'special', 'oil', 'that', 'make', 'it', 'easy', 'for', 'they', 'to', 'deflect', 'attack']","[('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('VERB', 'VBZ'), ('PRON', 'PRP'), ('ADJ', 'JJ'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('PART', 'TO'), ('VERB', 'VB'), ('NOUN', 'NNS')]",[]
563,574,gothita,['psychic'],Their ribbonlike feelers increase their psychic power. They are always staring at something.,0574_gothita.txt,their ribbonlike feelers increase their psychic power they are always staring at something,"['their', 'ribbonlike', 'feelers', 'increase', 'their', 'psychic', 'power', 'they', 'are', 'always', 'staring', 'at', 'something']","['their', 'ribbonlike', 'feeler', 'increase', 'their', 'psychic', 'power', 'they', 'be', 'always', 'stare', 'at', 'something']","[('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('VERB', 'VB'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('ADV', 'RB'), ('VERB', 'VBG'), ('ADP', 'IN'), ('PRON', 'NN')]",[]
564,575,gothorita,['psychic'],They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.,0575_gothorita.txt,they use hypnosis to control people and pokémon tales of gothorita leading people astray are told in every corner,"['they', 'use', 'hypnosis', 'to', 'control', 'people', 'and', 'pokémon', 'tales', 'of', 'gothorita', 'leading', 'people', 'astray', 'are', 'told', 'in', 'every', 'corner']","['they', 'use', 'hypnosi', 'to', 'control', 'people', 'and', 'pokémon', 'tale', 'of', 'gothorita', 'lead', 'people', 'astray', 'be', 'tell', 'in', 'every', 'corner']","[('PRON', 'PRP'), ('VERB', 'VBP'), ('NOUN', 'NNS'), ('PART', 'TO'), ('VERB', 'VB'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('PROPN', 'NNP'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PROPN', 'NNP'), ('VERB', 'VBG'), ('NOUN', 'NNS'), ('NOUN', 'NN'), ('AUX', 'VBP'), ('VERB', 'VBN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN')]","['pokémon', 'gothorita']"
565,576,gothitelle,['psychic'],Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.,0576_gothitelle.txt,starry skies thousands of lightyears away are visible in the space distorted by their intense psychic power,"['starry', 'skies', 'thousands', 'of', 'lightyears', 'away', 'are', 'visible', 'in', 'the', 'space', 'distorted', 'by', 'their', 'intense', 'psychic', 'power']","['starry', 'sky', 'thousand', 'of', 'lightyear', 'away', 'be', 'visible', 'in', 'the', 'space', 'distort', 'by', 'their', 'intense', 'psychic', 'power']","[('ADJ', 'JJ'), ('NOUN', 'NNS'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('ADV', 'RB'), ('AUX', 'VBP'), ('ADJ', 'JJ'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('ADJ', 'JJ'), ('NOUN', 'NN')]",[]
566,577,solosis,['psychic'],They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,0577_solosis.txt,they drive away attackers by unleashing psychic power they can use telepathy to talk with others,"['they', 'drive', 'away', 'attackers', 'by', 'unleashing', 'psychic', 'power', 'they', 'can', 'use', 'telepathy', 'to', 'talk', 'with', 'others']","['they', 'drive', 'away', 'attacker', 'by', 'unleash', 'psychic', 'power', 'they', 'can', 'use', 'telepathy', 'to', 'talk', 'with', 'other']","[('PRON', 'PRP'), ('VERB', 'VBP'), ('ADV', 'RB'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('VERB', 'VBG'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADJ', 'JJ'), ('PART', 'TO'), ('VERB', 'VB'), ('ADP', 'IN'), ('NOUN', 'NNS')]",[]
567,578,duosion,['psychic'],"Since they have two divided brains, at times they suddenly try to take two different actions at once.",0578_duosion.txt,since they have two divided brains at times they suddenly try to take two different actions at once,"['since', 'they', 'have', 'two', 'divided', 'brains', 'at', 'times', 'they', 'suddenly', 'try', 'to', 'take', 'two', 'different', 'actions', 'at', 'once']","['since', 'they', 'have', 'two', 'divide', 'brain', 'at', 'time', 'they', 'suddenly', 'try', 'to', 'take', 'two', 'different', 'action', 'at', 'once']","[('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('NUM', 'CD'), ('VERB', 'VBN'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('ADV', 'RB'), ('VERB', 'VBP'), ('PART', 'TO'), ('VERB', 'VB'), ('NUM', 'CD'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('ADV', 'RB')]",[]
568,579,reuniclus,['psychic'],"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.",0579_reuniclus.txt,when reuniclus shake hands a network forms between their brains increasing their psychic power,"['when', 'reuniclus', 'shake', 'hands', 'a', 'network', 'forms', 'between', 'their', 'brains', 'increasing', 'their', 'psychic', 'power']","['when', 'reuniclus', 'shake', 'hand', 'a', 'network', 'form', 'between', 'their', 'brain', 'increase', 'their', 'psychic', 'power']","[('SCONJ', 'WRB'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('VERB', 'VBG'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN')]",[]
569,580,ducklett,"['water', 'flying']",These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss.,0580_ducklett.txt,these bird pokémon are excellent divers they swim around in the water eating their favorite foodpeat moss,"['these', 'bird', 'pokémon', 'are', 'excellent', 'divers', 'they', 'swim', 'around', 'in', 'the', 'water', 'eating', 'their', 'favorite', 'foodpeat', 'moss']","['these', 'bird', 'pokémon', 'be', 'excellent', 'diver', 'they', 'swim', 'around', 'in', 'the', 'water', 'eat', 'their', 'favorite', 'foodpeat', 'moss']","[('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('AUX', 'VBP'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('ADV', 'RB'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBG'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NN')]",[]
570,581,swanna,"['water', 'flying']",Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,0581_swanna.txt,swanna start to dance at dusk the one dancing in the middle is the leader of the flock,"['swanna', 'start', 'to', 'dance', 'at', 'dusk', 'the', 'one', 'dancing', 'in', 'the', 'middle', 'is', 'the', 'leader', 'of', 'the', 'flock']","['swanna', 'start', 'to', 'dance', 'at', 'dusk', 'the', 'one', 'dancing', 'in', 'the', 'middle', 'be', 'the', 'leader', 'of', 'the', 'flock']","[('NOUN', 'NN'), ('VERB', 'VBP'), ('PART', 'TO'), ('VERB', 'VB'), ('ADP', 'IN'), ('NOUN', 'NN'), ('DET', 'DT'), ('NUM', 'CD'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN')]",[]
571,582,vanillite,['ice'],The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.,0582_vanillite.txt,the temperature of their breath is 58 f they create snow crystals and make snow fall in the areas around them,"['the', 'temperature', 'of', 'their', 'breath', 'is', '58', 'f', 'they', 'create', 'snow', 'crystals', 'and', 'make', 'snow', 'fall', 'in', 'the', 'areas', 'around', 'them']","['the', 'temperature', 'of', 'their', 'breath', 'be', '58', 'f', 'they', 'create', 'snow', 'crystal', 'and', 'make', 'snow', 'fall', 'in', 'the', 'area', 'around', 'they']","[('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('NUM', 'CD'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('NOUN', 'NN'), ('VERB', 'VB'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP')]",[]
572,583,vanillish,['ice'],"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.",0583_vanillish.txt,snowy mountains are this pokémons habitat during an ancient ice age they moved to southern areas,"['snowy', 'mountains', 'are', 'this', 'pokémons', 'habitat', 'during', 'an', 'ancient', 'ice', 'age', 'they', 'moved', 'to', 'southern', 'areas']","['snowy', 'mountain', 'be', 'this', 'pokémon', 'habitat', 'during', 'an', 'ancient', 'ice', 'age', 'they', 'move', 'to', 'southern', 'area']","[('PROPN', 'NNP'), ('NOUN', 'NNS'), ('AUX', 'VBP'), ('DET', 'DT'), ('NOUN', 'NNS'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NNS')]",['snowy']
573,584,vanilluxe,['ice'],"Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards.",0584_vanilluxe.txt,swallowing large amounts of water they make snow clouds inside their bodies and attack their foes with violent blizzards,"['swallowing', 'large', 'amounts', 'of', 'water', 'they', 'make', 'snow', 'clouds', 'inside', 'their', 'bodies', 'and', 'attack', 'their', 'foes', 'with', 'violent', 'blizzards']","['swallow', 'large', 'amount', 'of', 'water', 'they', 'make', 'snow', 'cloud', 'inside', 'their', 'body', 'and', 'attack', 'their', 'foe', 'with', 'violent', 'blizzard']","[('VERB', 'VBG'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NNS')]",[]
574,585,deerling,"['normal', 'grass']","The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass.",0585_deerling.txt,the color and scent of their fur changes to match the mountain grass when they sense hostility they hide in the grass,"['the', 'color', 'and', 'scent', 'of', 'their', 'fur', 'changes', 'to', 'match', 'the', 'mountain', 'grass', 'when', 'they', 'sense', 'hostility', 'they', 'hide', 'in', 'the', 'grass']","['the', 'color', 'and', 'scent', 'of', 'their', 'fur', 'change', 'to', 'match', 'the', 'mountain', 'grass', 'when', 'they', 'sense', 'hostility', 'they', 'hide', 'in', 'the', 'grass']","[('DET', 'DT'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('PART', 'TO'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('SCONJ', 'WRB'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN')]",[]
575,586,sawsbuck,"['normal', 'grass']",They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.,0586_sawsbuck.txt,they migrate according to the seasons people can tell the season by looking at sawsbucks horns,"['they', 'migrate', 'according', 'to', 'the', 'seasons', 'people', 'can', 'tell', 'the', 'season', 'by', 'looking', 'at', 'sawsbucks', 'horns']","['they', 'migrate', 'accord', 'to', 'the', 'season', 'people', 'can', 'tell', 'the', 'season', 'by', 'look', 'at', 'sawsbuck', 'horn']","[('PRON', 'PRP'), ('VERB', 'VBP'), ('VERB', 'VBG'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('NOUN', 'NNS'), ('AUX', 'MD'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('VERB', 'VBG'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('NOUN', 'NNS')]",[]
576,587,emolga,"['electric', 'flying']",The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.,0587_emolga.txt,the energy made in its cheeks electric pouches is stored inside its membrane and released while it is gliding,"['the', 'energy', 'made', 'in', 'its', 'cheeks', 'electric', 'pouches', 'is', 'stored', 'inside', 'its', 'membrane', 'and', 'released', 'while', 'it', 'is', 'gliding']","['the', 'energy', 'make', 'in', 'its', 'cheek', 'electric', 'pouch', 'be', 'store', 'inside', 'its', 'membrane', 'and', 'release', 'while', 'it', 'be', 'glide']","[('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('VERB', 'VBN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('VERB', 'VBG')]",[]
577,588,karrablast,['bug'],These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.,0588_karrablast.txt,these mysterious pokémon evolve when they receive electrical stimulation while they are in the same place as shelmet,"['these', 'mysterious', 'pokémon', 'evolve', 'when', 'they', 'receive', 'electrical', 'stimulation', 'while', 'they', 'are', 'in', 'the', 'same', 'place', 'as', 'shelmet']","['these', 'mysterious', 'pokémon', 'evolve', 'when', 'they', 'receive', 'electrical', 'stimulation', 'while', 'they', 'be', 'in', 'the', 'same', 'place', 'as', 'shelmet']","[('DET', 'DT'), ('ADJ', 'JJ'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('SCONJ', 'WRB'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN')]",[]
578,589,escavalier,"['bug', 'steel']","They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely.",0589_escavalier.txt,they fly around at high speed striking with their pointed spears even when in trouble they face opponents bravely,"['they', 'fly', 'around', 'at', 'high', 'speed', 'striking', 'with', 'their', 'pointed', 'spears', 'even', 'when', 'in', 'trouble', 'they', 'face', 'opponents', 'bravely']","['they', 'fly', 'around', 'at', 'high', 'speed', 'strike', 'with', 'their', 'pointed', 'spear', 'even', 'when', 'in', 'trouble', 'they', 'face', 'opponent', 'bravely']","[('PRON', 'PRP'), ('VERB', 'VBP'), ('ADV', 'RB'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('VERB', 'VBG'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADV', 'RB'), ('SCONJ', 'WRB'), ('ADP', 'IN'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('NOUN', 'NNS'), ('ADV', 'RB')]",[]
579,590,foongus,"['grass', 'poison']","It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown.",0590_foongus.txt,it lures people in with its poké ball pattern then releases poison spores why it resembles a poké ball is unknown,"['it', 'lures', 'people', 'in', 'with', 'its', 'poké', 'ball', 'pattern', 'then', 'releases', 'poison', 'spores', 'why', 'it', 'resembles', 'a', 'poké', 'ball', 'is', 'unknown']","['it', 'lure', 'people', 'in', 'with', 'its', 'poké', 'ball', 'pattern', 'then', 'release', 'poison', 'spore', 'why', 'it', 'resemble', 'a', 'poké', 'ball', 'be', 'unknown']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('ADV', 'RB'), ('VERB', 'VBZ'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('SCONJ', 'WRB'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('ADJ', 'JJ')]",[]
