"id","pokemon","description","Doc","Tokens","Lemmas","POS","Proper_Nouns","Named_Entities","NE_Words"
"501","oshawott","it fights using the scalchop on its stomach in response to an attack it retaliates immediately by slashing","it fights using the scalchop on its stomach in response to an attack it retaliates immediately by slashing","['it', 'fights', 'using', 'the', 'scalchop', 'on', 'its', 'stomach', 'in', 'response', 'to', 'an', 'attack', 'it', 'retaliates', 'immediately', 'by', 'slashing']","['it', 'fight', 'use', 'the', 'scalchop', 'on', 'its', 'stomach', 'in', 'response', 'to', 'an', 'attack', 'it', 'retaliate', 'immediately', 'by', 'slash']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('VERB', 'VBG'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADV', 'RB'), ('ADP', 'IN'), ('VERB', 'VBG')]","[]","[]","[]"
"502","dewott","strict training is how it learns its flowing doublescalchop technique","strict training is how it learns its flowing doublescalchop technique","['strict', 'training', 'is', 'how', 'it', 'learns', 'its', 'flowing', 'doublescalchop', 'technique']","['strict', 'training', 'be', 'how', 'it', 'learn', 'its', 'flow', 'doublescalchop', 'technique']","[('ADJ', 'JJ'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('SCONJ', 'WRB'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('VERB', 'VBG'), ('NOUN', 'NN'), ('NOUN', 'NN')]","[]","[]","[]"
"503","samurott","one swing of the sword incorporated in its armor can fell an opponent a simple glare from one of them quiets everybody","one swing of the sword incorporated in its armor can fell an opponent a simple glare from one of them quiets everybody","['one', 'swing', 'of', 'the', 'sword', 'incorporated', 'in', 'its', 'armor', 'can', 'fell', 'an', 'opponent', 'a', 'simple', 'glare', 'from', 'one', 'of', 'them', 'quiets', 'everybody']","['one', 'swing', 'of', 'the', 'sword', 'incorporate', 'in', 'its', 'armor', 'can', 'fall', 'an', 'opponent', 'a', 'simple', 'glare', 'from', 'one', 'of', 'they', 'quiet', 'everybody']","[('NUM', 'CD'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('AUX', 'MD'), ('VERB', 'VBD'), ('DET', 'DT'), ('NOUN', 'NN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NUM', 'CD'), ('ADP', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'NN')]","[]","['CARDINAL', 'CARDINAL']","[one, one]"
"504","patrat","using food stored in cheek pouches they can keep watch for days they use their tails to communicate with others","using food stored in cheek pouches they can keep watch for days they use their tails to communicate with others","['using', 'food', 'stored', 'in', 'cheek', 'pouches', 'they', 'can', 'keep', 'watch', 'for', 'days', 'they', 'use', 'their', 'tails', 'to', 'communicate', 'with', 'others']","['use', 'food', 'store', 'in', 'cheek', 'pouch', 'they', 'can', 'keep', 'watch', 'for', 'day', 'they', 'use', 'their', 'tail', 'to', 'communicate', 'with', 'other']","[('VERB', 'VBG'), ('NOUN', 'NN'), ('VERB', 'VBN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('VERB', 'VB'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('PART', 'TO'), ('VERB', 'VB'), ('ADP', 'IN'), ('NOUN', 'NNS')]","[]","['DATE']","[days]"
"505","watchog","when they see an enemy their tails stand high and they spit the seeds of berries stored in their cheek pouches","when they see an enemy their tails stand high and they spit the seeds of berries stored in their cheek pouches","['when', 'they', 'see', 'an', 'enemy', 'their', 'tails', 'stand', 'high', 'and', 'they', 'spit', 'the', 'seeds', 'of', 'berries', 'stored', 'in', 'their', 'cheek', 'pouches']","['when', 'they', 'see', 'an', 'enemy', 'their', 'tail', 'stand', 'high', 'and', 'they', 'spit', 'the', 'seed', 'of', 'berry', 'store', 'in', 'their', 'cheek', 'pouch']","[('SCONJ', 'WRB'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('VERB', 'VBN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('NOUN', 'NNS')]","[]","[]","[]"
"506","lillipup","it faces strong opponents with great courage but when at a disadvantage in a fight this intelligent pokmon flees","it faces strong opponents with great courage but when at a disadvantage in a fight this intelligent pokmon flees","['it', 'faces', 'strong', 'opponents', 'with', 'great', 'courage', 'but', 'when', 'at', 'a', 'disadvantage', 'in', 'a', 'fight', 'this', 'intelligent', 'pokmon', 'flees']","['it', 'face', 'strong', 'opponent', 'with', 'great', 'courage', 'but', 'when', 'at', 'a', 'disadvantage', 'in', 'a', 'fight', 'this', 'intelligent', 'pokmon', 'flee']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('SCONJ', 'WRB'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NNS')]","[]","[]","[]"
"507","herdier","it has black capelike fur that is very hard and decreases the amount of damage it receives","it has black capelike fur that is very hard and decreases the amount of damage it receives","['it', 'has', 'black', 'capelike', 'fur', 'that', 'is', 'very', 'hard', 'and', 'decreases', 'the', 'amount', 'of', 'damage', 'it', 'receives']","['it', 'have', 'black', 'capelike', 'fur', 'that', 'be', 'very', 'hard', 'and', 'decrease', 'the', 'amount', 'of', 'damage', 'it', 'receive']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('AUX', 'VBZ'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ')]","[]","[]","[]"
"508","stoutland","it rescues people stranded by blizzards in the mountains its shaggy fur shields it from the cold","it rescues people stranded by blizzards in the mountains its shaggy fur shields it from the cold","['it', 'rescues', 'people', 'stranded', 'by', 'blizzards', 'in', 'the', 'mountains', 'its', 'shaggy', 'fur', 'shields', 'it', 'from', 'the', 'cold']","['it', 'rescue', 'people', 'strand', 'by', 'blizzard', 'in', 'the', 'mountain', 'its', 'shaggy', 'fur', 'shield', 'it', 'from', 'the', 'cold']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('NOUN', 'NNS'), ('VERB', 'VBN'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ')]","[]","[]","[]"
"509","purrloin","they steal from people for fun but their victims cant help but forgive them their deceptively cute act is perfect","they steal from people for fun but their victims cant help but forgive them their deceptively cute act is perfect","['they', 'steal', 'from', 'people', 'for', 'fun', 'but', 'their', 'victims', 'ca', 'nt', 'help', 'but', 'forgive', 'them', 'their', 'deceptively', 'cute', 'act', 'is', 'perfect']","['they', 'steal', 'from', 'people', 'for', 'fun', 'but', 'their', 'victim', 'can', 'not', 'help', 'but', 'forgive', 'they', 'their', 'deceptively', 'cute', 'act', 'be', 'perfect']","[('PRON', 'PRP'), ('VERB', 'VBP'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('AUX', 'MD'), ('PART', 'RB'), ('VERB', 'VB'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('PRON', 'PRP'), ('PRON', 'PRP$'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('ADJ', 'JJ')]","[]","[]","[]"
"510","liepard","these pokmon vanish and appear unexpectedly many trainers are drawn to their beautiful form and fur","these pokmon vanish and appear unexpectedly many trainers are drawn to their beautiful form and fur","['these', 'pokmon', 'vanish', 'and', 'appear', 'unexpectedly', 'many', 'trainers', 'are', 'drawn', 'to', 'their', 'beautiful', 'form', 'and', 'fur']","['these', 'pokmon', 'vanish', 'and', 'appear', 'unexpectedly', 'many', 'trainer', 'be', 'draw', 'to', 'their', 'beautiful', 'form', 'and', 'fur']","[('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VB'), ('CCONJ', 'CC'), ('VERB', 'VBP'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('AUX', 'VBP'), ('VERB', 'VBN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('NOUN', 'NN')]","[]","[]","[]"
"511","pansage","this pokmon dwells deep in the forest eating a leaf from its head whisks weariness away as if by magic","this pokmon dwells deep in the forest eating a leaf from its head whisks weariness away as if by magic","['this', 'pokmon', 'dwells', 'deep', 'in', 'the', 'forest', 'eating', 'a', 'leaf', 'from', 'its', 'head', 'whisks', 'weariness', 'away', 'as', 'if', 'by', 'magic']","['this', 'pokmon', 'dwell', 'deep', 'in', 'the', 'forest', 'eat', 'a', 'leaf', 'from', 'its', 'head', 'whisk', 'weariness', 'away', 'as', 'if', 'by', 'magic']","[('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('ADV', 'RB'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBG'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('ADV', 'RB'), ('SCONJ', 'IN'), ('SCONJ', 'IN'), ('ADP', 'IN'), ('NOUN', 'NN')]","[]","[]","[]"
"512","simisage","ill tempered it fights by swinging its barbed tail around wildly the leaf growing on its head is very bitter","ill tempered it fights by swinging its barbed tail around wildly the leaf growing on its head is very bitter","['ill', 'tempered', 'it', 'fights', 'by', 'swinging', 'its', 'barbed', 'tail', 'around', 'wildly', 'the', 'leaf', 'growing', 'on', 'its', 'head', 'is', 'very', 'bitter']","['ill', 'temper', 'it', 'fight', 'by', 'swinge', 'its', 'barbed', 'tail', 'around', 'wildly', 'the', 'leaf', 'grow', 'on', 'its', 'head', 'be', 'very', 'bitter']","[('ADV', 'RB'), ('VERB', 'VBD'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('VERB', 'VBG'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('ADV', 'RB'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBG'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('ADV', 'RB'), ('ADJ', 'JJ')]","[]","[]","[]"
"513","pansear","when it is angered the temperature of its head tuft reaches 600 f it uses its tuft to roast berries","when it is angered the temperature of its head tuft reaches 600 f it uses its tuft to roast berries","['when', 'it', 'is', 'angered', 'the', 'temperature', 'of', 'its', 'head', 'tuft', 'reaches', '600', 'f', 'it', 'uses', 'its', 'tuft', 'to', 'roast', 'berries']","['when', 'it', 'be', 'anger', 'the', 'temperature', 'of', 'its', 'head', 'tuft', 'reach', '600', 'f', 'it', 'use', 'its', 'tuft', 'to', 'roast', 'berry']","[('SCONJ', 'WRB'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADV', 'RB'), ('VERB', 'VBZ'), ('NUM', 'CD'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('PART', 'TO'), ('VERB', 'VB'), ('NOUN', 'NNS')]","[]","['CARDINAL']","[600]"
"514","simisear","it loves sweets because they become energy for the fire burning inside its body","it loves sweets because they become energy for the fire burning inside its body","['it', 'loves', 'sweets', 'because', 'they', 'become', 'energy', 'for', 'the', 'fire', 'burning', 'inside', 'its', 'body']","['it', 'love', 'sweet', 'because', 'they', 'become', 'energy', 'for', 'the', 'fire', 'burn', 'inside', 'its', 'body']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('NOUN', 'NNS'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBG'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN')]","[]","[]","[]"
"515","panpour","the water stored inside the tuft on its head is full of nutrients plants that receive its water grow large","the water stored inside the tuft on its head is full of nutrients plants that receive its water grow large","['the', 'water', 'stored', 'inside', 'the', 'tuft', 'on', 'its', 'head', 'is', 'full', 'of', 'nutrients', 'plants', 'that', 'receive', 'its', 'water', 'grow', 'large']","['the', 'water', 'store', 'inside', 'the', 'tuft', 'on', 'its', 'head', 'be', 'full', 'of', 'nutrient', 'plant', 'that', 'receive', 'its', 'water', 'grow', 'large']","[('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('ADJ', 'JJ'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('NOUN', 'NNS'), ('PRON', 'WDT'), ('VERB', 'VBP'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('VERB', 'VB'), ('ADJ', 'JJ')]","[]","[]","[]"
"516","simipour","the tuft on its head holds water when the level runs low it replenishes the tuft by siphoning up water with its tail","the tuft on its head holds water when the level runs low it replenishes the tuft by siphoning up water with its tail","['the', 'tuft', 'on', 'its', 'head', 'holds', 'water', 'when', 'the', 'level', 'runs', 'low', 'it', 'replenishes', 'the', 'tuft', 'by', 'siphoning', 'up', 'water', 'with', 'its', 'tail']","['the', 'tuft', 'on', 'its', 'head', 'hold', 'water', 'when', 'the', 'level', 'run', 'low', 'it', 'replenish', 'the', 'tuft', 'by', 'siphon', 'up', 'water', 'with', 'its', 'tail']","[('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('NOUN', 'NN'), ('SCONJ', 'WRB'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('VERB', 'VBG'), ('ADP', 'RP'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN')]","[]","[]","[]"
"517","munna","munna always float in the air people whose dreams are eaten by them forget what the dreams had been about","munna always float in the air people whose dreams are eaten by them forget what the dreams had been about","['munna', 'always', 'float', 'in', 'the', 'air', 'people', 'whose', 'dreams', 'are', 'eaten', 'by', 'them', 'forget', 'what', 'the', 'dreams', 'had', 'been', 'about']","['munna', 'always', 'float', 'in', 'the', 'air', 'people', 'whose', 'dream', 'be', 'eat', 'by', 'they', 'forget', 'what', 'the', 'dream', 'have', 'be', 'about']","[('PROPN', 'NNP'), ('ADV', 'RB'), ('VERB', 'VBP'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('DET', 'WP$'), ('NOUN', 'NNS'), ('AUX', 'VBP'), ('VERB', 'VBN'), ('ADP', 'IN'), ('PRON', 'PRP'), ('VERB', 'VB'), ('PRON', 'WP'), ('DET', 'DT'), ('NOUN', 'NNS'), ('AUX', 'VBD'), ('AUX', 'VBN'), ('ADP', 'IN')]","['munna']","['PERSON']","[munna]"
"518","musharna","the mist emanating from their foreheads is packed with the dreams of people and pokmon","the mist emanating from their foreheads is packed with the dreams of people and pokmon","['the', 'mist', 'emanating', 'from', 'their', 'foreheads', 'is', 'packed', 'with', 'the', 'dreams', 'of', 'people', 'and', 'pokmon']","['the', 'mist', 'emanate', 'from', 'their', 'forehead', 'be', 'pack', 'with', 'the', 'dream', 'of', 'people', 'and', 'pokmon']","[('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBG'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('VERB', 'VB')]","[]","[]","[]"
"519","pidove","each follows its trainers orders as best it can but they sometimes fail to understand complicated commands","each follows its trainers orders as best it can but they sometimes fail to understand complicated commands","['each', 'follows', 'its', 'trainers', 'orders', 'as', 'best', 'it', 'can', 'but', 'they', 'sometimes', 'fail', 'to', 'understand', 'complicated', 'commands']","['each', 'follow', 'its', 'trainer', 'order', 'as', 'well', 'it', 'can', 'but', 'they', 'sometimes', 'fail', 'to', 'understand', 'complicated', 'command']","[('PRON', 'DT'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('NOUN', 'NNS'), ('ADV', 'RB'), ('ADV', 'RB'), ('PRON', 'PRP'), ('AUX', 'MD'), ('CCONJ', 'CC'), ('PRON', 'PRP'), ('ADV', 'RB'), ('VERB', 'VBP'), ('PART', 'TO'), ('VERB', 'VB'), ('ADJ', 'JJ'), ('NOUN', 'NNS')]","[]","[]","[]"
"520","tranquill","it can return to its trainers location regardless of the distance separating them","it can return to its trainers location regardless of the distance separating them","['it', 'can', 'return', 'to', 'its', 'trainers', 'location', 'regardless', 'of', 'the', 'distance', 'separating', 'them']","['it', 'can', 'return', 'to', 'its', 'trainer', 'location', 'regardless', 'of', 'the', 'distance', 'separate', 'they']","[('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('NOUN', 'NN'), ('ADV', 'RB'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBG'), ('PRON', 'PRP')]","[]","[]","[]"
"521","unfezant","males swing their head plumage to threaten opponents the females flying abilities surpass those of the males","males swing their head plumage to threaten opponents the females flying abilities surpass those of the males","['males', 'swing', 'their', 'head', 'plumage', 'to', 'threaten', 'opponents', 'the', 'females', 'flying', 'abilities', 'surpass', 'those', 'of', 'the', 'males']","['male', 'swing', 'their', 'head', 'plumage', 'to', 'threaten', 'opponent', 'the', 'female', 'fly', 'ability', 'surpass', 'those', 'of', 'the', 'male']","[('NOUN', 'NNS'), ('VERB', 'VBP'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PART', 'TO'), ('VERB', 'VB'), ('NOUN', 'NNS'), ('DET', 'DT'), ('NOUN', 'NNS'), ('VERB', 'VBG'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('PRON', 'DT'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS')]","[]","[]","[]"
"522","blitzle","when thunderclouds cover the sky it will appear it can catch lightning with its mane and store the electricity","when thunderclouds cover the sky it will appear it can catch lightning with its mane and store the electricity","['when', 'thunderclouds', 'cover', 'the', 'sky', 'it', 'will', 'appear', 'it', 'can', 'catch', 'lightning', 'with', 'its', 'mane', 'and', 'store', 'the', 'electricity']","['when', 'thundercloud', 'cover', 'the', 'sky', 'it', 'will', 'appear', 'it', 'can', 'catch', 'lightning', 'with', 'its', 'mane', 'and', 'store', 'the', 'electricity']","[('SCONJ', 'WRB'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NN')]","[]","[]","[]"
"523","zebstrika","they have lightninglike movements when zebstrika run at full speed the sound of thunder reverberates","they have lightninglike movements when zebstrika run at full speed the sound of thunder reverberates","['they', 'have', 'lightninglike', 'movements', 'when', 'zebstrika', 'run', 'at', 'full', 'speed', 'the', 'sound', 'of', 'thunder', 'reverberates']","['they', 'have', 'lightninglike', 'movement', 'when', 'zebstrika', 'run', 'at', 'full', 'speed', 'the', 'sound', 'of', 'thunder', 'reverberate']","[('PRON', 'PRP'), ('VERB', 'VBP'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('SCONJ', 'WRB'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('VERB', 'VBZ')]","[]","[]","[]"
"524","roggenrola","its ear is hexagonal in shape compressed underground its body is as hard as steel","its ear is hexagonal in shape compressed underground its body is as hard as steel","['its', 'ear', 'is', 'hexagonal', 'in', 'shape', 'compressed', 'underground', 'its', 'body', 'is', 'as', 'hard', 'as', 'steel']","['its', 'ear', 'be', 'hexagonal', 'in', 'shape', 'compress', 'underground', 'its', 'body', 'be', 'as', 'hard', 'as', 'steel']","[('PRON', 'PRP$'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('ADJ', 'JJ'), ('ADP', 'IN'), ('NOUN', 'NN'), ('VERB', 'VBD'), ('ADV', 'RB'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('ADP', 'IN'), ('NOUN', 'NN')]","[]","[]","[]"
"525","boldore","when it overflows with power the orange crystal on its body glows it looks for underground water in caves","when it overflows with power the orange crystal on its body glows it looks for underground water in caves","['when', 'it', 'overflows', 'with', 'power', 'the', 'orange', 'crystal', 'on', 'its', 'body', 'glows', 'it', 'looks', 'for', 'underground', 'water', 'in', 'caves']","['when', 'it', 'overflow', 'with', 'power', 'the', 'orange', 'crystal', 'on', 'its', 'body', 'glow', 'it', 'look', 'for', 'underground', 'water', 'in', 'cave']","[('SCONJ', 'WRB'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('NOUN', 'NN'), ('DET', 'DT'), ('PROPN', 'NNP'), ('PROPN', 'NNP'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NNS')]","['orange', 'crystal']","[]","[]"
"527","woobat","its habitat is dark forests and caves it emits ultrasonic waves from its nose to learn about its surroundings","its habitat is dark forests and caves it emits ultrasonic waves from its nose to learn about its surroundings","['its', 'habitat', 'is', 'dark', 'forests', 'and', 'caves', 'it', 'emits', 'ultrasonic', 'waves', 'from', 'its', 'nose', 'to', 'learn', 'about', 'its', 'surroundings']","['its', 'habitat', 'be', 'dark', 'forest', 'and', 'cave', 'it', 'emit', 'ultrasonic', 'wave', 'from', 'its', 'nose', 'to', 'learn', 'about', 'its', 'surrounding']","[('PRON', 'PRP$'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('VERB', 'VBZ'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('PART', 'TO'), ('VERB', 'VB'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NNS')]","[]","[]","[]"
"528","swoobat","it emits sound waves of various frequencies from its nose including some powerful enough to destroy rocks","it emits sound waves of various frequencies from its nose including some powerful enough to destroy rocks","['it', 'emits', 'sound', 'waves', 'of', 'various', 'frequencies', 'from', 'its', 'nose', 'including', 'some', 'powerful', 'enough', 'to', 'destroy', 'rocks']","['it', 'emit', 'sound', 'wave', 'of', 'various', 'frequency', 'from', 'its', 'nose', 'include', 'some', 'powerful', 'enough', 'to', 'destroy', 'rock']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('VERB', 'VBG'), ('DET', 'DT'), ('ADJ', 'JJ'), ('ADV', 'RB'), ('PART', 'TO'), ('VERB', 'VB'), ('NOUN', 'NNS')]","[]","[]","[]"
"529","drilbur","it can dig through the ground at a speed of 30 mph it could give a car running aboveground a good race","it can dig through the ground at a speed of 30 mph it could give a car running aboveground a good race","['it', 'can', 'dig', 'through', 'the', 'ground', 'at', 'a', 'speed', 'of', '30', 'mph', 'it', 'could', 'give', 'a', 'car', 'running', 'aboveground', 'a', 'good', 'race']","['it', 'can', 'dig', 'through', 'the', 'ground', 'at', 'a', 'speed', 'of', '30', 'mph', 'it', 'could', 'give', 'a', 'car', 'run', 'aboveground', 'a', 'good', 'race']","[('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NUM', 'CD'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBG'), ('ADV', 'RB'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN')]","[]","['QUANTITY']","[30 mph]"
